algo,k,silhouette,calinski_harabasz,davies_bouldin,inertia,seconds_mean,seconds_std,repeats,dataset,k_or_q,eps,min_samples,clusters,noise,noise_pct,silhouette_norm,calinski_harabasz_norm,davies_bouldin_norm,composite
kmeans,2.0,0.1608966683676396,204.0703846690036,2.176396425733313,1062.2290168759505,0.17259708005003632,0.012262881627776523,5,full,,,,,,,0.4856607920333568,1.0,0.2328381690011745,0.5728329870115104
kmeans,3.0,0.17688131153159226,196.77142637840188,1.9980295022650407,918.1657658077804,0.17899170001037418,0.00997894717440374,5,full,,,,,,,0.639659477228824,0.9419136794852903,0.43447738418636583,0.6720168469668266
kmeans,4.0,0.1747994267418807,188.40843224984292,1.7298664511004873,817.4839307220233,0.19585962006822227,0.013844634386476273,5,full,,,,,,,0.619602256241431,0.8753595853154953,0.7376288100621681,0.7441968838730314
kmeans,5.0,0.1581517186751037,174.15037531830578,1.6892346896296089,754.0230796301299,0.2007499199360609,0.005313396153075152,5,full,,,,,,,0.45921549455361604,0.7618916037394601,0.7835619703996966,0.6682230228975908
kmeans,6.0,0.1810251821824388,165.27574615671824,1.7193118559900065,700.2165530246208,0.20637418003752828,0.020140908446440803,5,full,,,,,,,0.6795822096479974,0.6912658331287519,0.7495605081219453,0.7068028502995648
kmeans,7.0,0.19174682325481554,154.1290871311526,1.765616363983012,664.1397171464837,0.20883576003834606,0.005254613546469679,5,full,,,,,,,0.7828762657835272,0.6025588720736543,0.6972144538777183,0.6942165305782999
kmeans,8.0,0.1800730335638361,145.9333678992015,1.7714045576432729,632.047697265832,0.23296433999203145,0.006431881308632365,5,full,,,,,,,0.6704090530206314,0.537335979271449,0.6906710499533775,0.6328053607484859
kmeans,9.0,0.18526348203339665,139.71896007231143,1.7717693795715466,603.0126005240013,0.22388591999188065,0.008791065636879149,5,full,,,,,,,0.7204146885352057,0.48788069120566413,0.6902586281552713,0.6328513359653805
kmeans,10.0,0.18663550826491662,134.61927743292685,1.7832181260531335,577.1024280111546,0.23362417998723686,0.009736356449205277,5,full,,,,,,,0.7336330152466992,0.44729657104484405,0.6773161149890786,0.6194152337602072
agglo-ward,2.0,0.19990657287794025,191.76700285751903,1.8866194377868049,,0.016796419955790044,0.0030259464785948897,5,full,,,,,,,0.8614886377080493,0.9020876471870032,0.5604235939897715,0.7746666262949414
agglo-ward,3.0,0.20963225194449708,193.64700630902558,1.7776362090982645,,0.012669960036873817,0.0002893832326296994,5,full,,,,,,,0.955187431826921,0.9170490264284193,0.6836263284082662,0.8519542622212022
agglo-ward,4.0,0.17629375104665057,188.07399070154128,1.7283760058526274,,0.012663100007921457,0.000336162133199494,5,full,,,,,,,0.6339988227352734,0.8726980440112933,0.7393137200455397,0.7486701955973688
agglo-ward,5.0,0.15857008435134315,172.44066075746122,1.7018129977003593,,0.01373284007422626,0.0012573213426980243,5,full,,,,,,,0.46324609839074654,0.7482854117301485,0.7693425169358663,0.6602913423522537
agglo-ward,6.0,0.1812528805791044,163.734954759265,1.7267856746352652,,0.013176140002906322,0.0005735826881732678,5,full,,,,,,,0.6817758935074343,0.6790039596674367,0.7411115485460154,0.7006304672402953
agglo-ward,7.0,0.17318711785661992,149.467521106884,1.764675329454787,,0.012728420039638876,0.0002731141054928513,5,full,,,,,,,0.604069006864988,0.5654613565919175,0.6982782691863185,0.6226028775477414
agglo-ward,8.0,0.1776283378912911,140.18129003708154,1.7727505360912246,,0.012643739953637123,0.0003801160855991343,5,full,,,,,,,0.64685645222664,0.49155998973676684,0.6891494559682156,0.6091886326438741
agglo-ward,9.0,0.18802559043633676,133.69318550736915,1.8671631584189454,,0.012494820030406117,0.00020023259917290693,5,full,,,,,,,0.7470252958573241,0.4399265779208534,0.5824184169416674,0.589790096906615
agglo-ward,10.0,0.17699195188947411,128.1153290269524,1.8414562000976695,,0.013027000008150935,0.0012191354940927475,5,full,,,,,,,0.6407254046610851,0.39553707103413455,0.6114794715358087,0.5492473157436761
agglo-average,2.0,0.19912513454243855,190.52575991712013,1.8968162230693633,,0.014109399961307644,0.003541098994161058,5,full,,,,,,,0.8539601320670863,0.8922096300231748,0.5488963907291697,0.7650220509398103
agglo-average,3.0,0.2090372901836501,192.76400427752895,1.7801659886032726,,0.012271839985623955,0.0005248240236627496,5,full,,,,,,,0.9494554722221776,0.9100219498272698,0.6807664778033296,0.8467479666175923
agglo-average,4.0,0.21260094302557658,157.13799469727576,1.7639385691939085,,0.012680439976975322,0.00045339724194743433,5,full,,,,,,,0.9837882906980616,0.6265042574733778,0.6991111576944258,0.7698012352886217
agglo-average,5.0,0.1757366120156656,119.0051842562239,1.6556429502246348,,0.012365560047328472,0.0003732100684469457,5,full,,,,,,,0.6286312535400943,0.32303702814865615,0.8215365670267964,0.5910682829051823
agglo-average,6.0,0.15511474111422477,96.70299393213688,1.5976572689381177,,0.01243553995154798,0.0003796189401603578,5,full,,,,,,,0.4299567524880946,0.14555249901892714,0.8870878869646085,0.48753237949054345
agglo-average,7.0,0.14855987915378524,91.14057315713734,1.6077482605668802,,0.01271191998384893,0.0002275100789146596,5,full,,,,,,,0.36680613265931533,0.10128583203573117,0.8756802807061198,0.44792408180038873
agglo-average,8.0,0.13957424154561246,78.41328974674336,1.497776964375696,,0.012352700065821409,0.0002765757534026203,5,full,,,,,,,0.2802370198484559,0.0,1.0,0.4267456732828186
agglo-average,9.0,0.16865157296791294,96.50352145954457,1.5401957829480073,,0.015038620028644801,0.0035476770120730088,5,full,,,,,,,0.5603728203225804,0.1439650640021005,0.9520466176144742,0.5521281673130517
agglo-average,10.0,0.17007144250195802,89.29439278068493,1.5317524857310145,,0.012465720064938068,0.00063247015044945,5,full,,,,,,,0.5740520772912403,0.08659362243471679,0.961591547757941,0.5407457491612994
agglo-complete,2.0,0.1324613755035501,177.48306200302105,2.1545638785293324,,0.01148230005055666,0.00026133209518947736,5,full,,,,,,,0.2117104967841633,0.7884136770595307,0.25751930156826375,0.4192144918039859
agglo-complete,3.0,0.16466767530320167,187.18902283624936,2.0580842372982313,,0.011495460011065006,0.0003913870459263069,5,full,,,,,,,0.5219912940022193,0.8656553229787928,0.3665870522527034,0.5847445564112386
agglo-complete,4.0,0.1399967344331819,137.02988138494976,2.382361460027769,,0.011173920053988696,8.097537863852238e-05,5,full,,,,,,,0.28430738591936416,0.46648055706261937,0.0,0.25026264766066114
agglo-complete,5.0,0.1517221116694619,142.59843749295334,2.0007558384924167,,0.011263479990884662,0.0002302645043034217,5,full,,,,,,,0.39727160159106845,0.5107960500433274,0.4313953312668578,0.44648766096708453
agglo-complete,6.0,0.16338369100701036,131.82373504955464,2.0576438955847673,,0.011384519934654235,0.00017641763240839087,5,full,,,,,,,0.5096211777977488,0.4250491811533165,0.36708484722382073,0.43391840205829535
agglo-complete,7.0,0.15741716424418306,117.21061049457406,2.094408030406795,,0.011417900025844575,0.00019727861357670567,5,full,,,,,,,0.452138676171997,0.3087555125465321,0.3255239392464242,0.3621393759883178
agglo-complete,8.0,0.13006435585443837,111.71142979819267,2.1258978718736437,,0.01142638004384935,0.00023183778586650418,5,full,,,,,,,0.18861721465301387,0.2649921205965308,0.2899254841280853,0.24784493979254332
agglo-complete,9.0,0.13220797398332387,104.30094957236015,2.004370638948188,,0.011244460009038448,0.00013415696654645303,5,full,,,,,,,0.20926918479858353,0.20601829002677968,0.42730889240936176,0.28086545574490834
