algo,k,silhouette,calinski_harabasz,davies_bouldin,inertia,seconds_mean,seconds_std,repeats,dataset,k_or_q,eps,min_samples,clusters,noise,noise_pct,silhouette_norm,calinski_harabasz_norm,davies_bouldin_norm,composite
agglo-average,5.0,0.1757366120156656,119.0051842562239,1.6556429502246348,,0.012935000006109476,0.0011833704486296558,5,full,,,,,,,0.6286312535400943,0.32303702814865615,0.8215365670267964,0.5910682829051823
agglo-average,6.0,0.15511474111422477,96.70299393213688,1.5976572689381177,,0.01336611993610859,0.0011256084523747843,5,full,,,,,,,0.4299567524880946,0.14555249901892714,0.8870878869646085,0.48753237949054345
agglo-average,7.0,0.14855987915378524,91.14057315713734,1.6077482605668802,,0.01276019993238151,0.00033512369797942116,5,full,,,,,,,0.36680613265931533,0.10128583203573117,0.8756802807061198,0.44792408180038873
agglo-average,8.0,0.13957424154561246,78.41328974674336,1.497776964375696,,0.012629800057038666,0.0003219538607929632,5,full,,,,,,,0.2802370198484559,0.0,1.0,0.4267456732828186
agglo-average,9.0,0.16865157296791294,96.50352145954457,1.5401957829480073,,0.012916160002350806,0.00038646015036164185,5,full,,,,,,,0.5603728203225804,0.1439650640021005,0.9520466176144742,0.5521281673130517
agglo-average,10.0,0.17007144250195802,89.29439278068493,1.5317524857310145,,0.015969400061294436,0.005062886601895071,5,full,,,,,,,0.5740520772912403,0.08659362243471679,0.961591547757941,0.5407457491612994
agglo-complete,2.0,0.1324613755035501,177.48306200302105,2.1545638785293324,,0.012943440023809672,0.002504404410733292,5,full,,,,,,,0.2117104967841633,0.7884136770595307,0.25751930156826375,0.4192144918039859
agglo-complete,3.0,0.16466767530320167,187.18902283624936,2.0580842372982313,,0.011651499988511204,0.0002482637074509321,5,full,,,,,,,0.5219912940022193,0.8656553229787928,0.3665870522527034,0.5847445564112386
agglo-complete,4.0,0.1399967344331819,137.02988138494976,2.382361460027769,,0.011754799960181117,0.0004026644051862198,5,full,,,,,,,0.28430738591936416,0.46648055706261937,0.0,0.25026264766066114
agglo-complete,5.0,0.1517221116694619,142.59843749295334,2.0007558384924167,,0.011917920038104057,0.0008202881647651325,5,full,,,,,,,0.39727160159106845,0.5107960500433274,0.4313953312668578,0.44648766096708453
agglo-complete,6.0,0.16338369100701036,131.82373504955464,2.0576438955847673,,0.012802599929273129,0.001531292527743246,5,full,,,,,,,0.5096211777977488,0.4250491811533165,0.36708484722382073,0.43391840205829535
agglo-complete,7.0,0.15741716424418306,117.21061049457406,2.094408030406795,,0.012911139987409115,0.0014705915956467694,5,full,,,,,,,0.452138676171997,0.3087555125465321,0.3255239392464242,0.3621393759883178
agglo-complete,8.0,0.13006435585443837,111.71142979819267,2.1258978718736437,,0.012296340055763721,0.0007498234522785819,5,full,,,,,,,0.18861721465301387,0.2649921205965308,0.2899254841280853,0.24784493979254332
agglo-complete,9.0,0.13220797398332387,104.30094957236015,2.004370638948188,,0.011874340055510402,0.00043708170110145605,5,full,,,,,,,0.20926918479858353,0.20601829002677968,0.42730889240936176,0.28086545574490834
agglo-complete,10.0,0.1307736722391335,95.35417726660981,1.967382366698714,,0.011791800009086728,0.0004013099144574107,5,full,,,,,,,0.19545088554014303,0.1348183923108138,0.469123181978396,0.26646415327645095
dbscan,,0.2126166367745329,152.53390848815155,1.7331983112558564,,0.034403866700207196,0.00409503593238581,3,full,85.0,0.8053568791007465,10.0,4.0,19.0,1.8849206349206349,0.9839394868605454,0.5898641758928462,0.7338622279303921,0.7692219635612613
dbscan,,0.21286918262859347,155.74065995694662,1.7418404489806512,,0.03601630008779466,0.0033100417072899754,3,full,90.0,0.8441519578011143,10.0,4.0,10.0,0.9920634920634921,0.9863725552173417,0.6153840358798925,0.7240925137117136,0.775283034936316
dbscan,,0.212459144812432,155.9690198335389,1.7444497966643262,,0.03680380006941656,0.003317216637980693,3,full,92.0,0.8719009810613482,10.0,4.0,8.0,0.7936507936507936,0.9824221833559487,0.6172013616483545,0.7211427133291604,0.7735887527778212
dbscan,,0.21274777082506233,156.5387270981238,1.7452154534351652,,0.04039639995122949,0.0013431449500797153,3,full,94.0,0.895618922476226,10.0,4.0,7.0,0.6944444444444444,0.9852028539034474,0.6217351865385236,0.7202771580604412,0.7757383995008041
dbscan,,0.21296273078225839,157.35760364848426,1.7492359695262183,,0.03618780003550152,0.0014639512213891473,3,full,95.0,0.9073785507489976,10.0,4.0,4.0,0.3968253968253968,0.9872738135387878,0.6282519419264073,0.7157320681218149,0.77708594119567
dbscan,,0.21310760083345065,157.72404569092552,1.7577159496289108,,0.03983076669586202,0.002559960031124425,3,full,96.0,0.9249907963934063,10.0,4.0,1.0,0.0992063492063492,0.9886695154746384,0.6311681484698418,0.7061456689204119,0.7753277776216306
dbscan,,0.15780464620950171,127.28440298291434,1.7270007482272398,,0.038763333267221846,0.002597309648937631,3,full,97.0,0.9541379236027712,10.0,3.0,1.0,0.0992063492063492,0.45587174125102203,0.3889244237773114,0.7408684133870433,0.5285548594717923
dbscan,,0.19990657287775787,191.76700285751903,1.8866194377868049,,0.038848233331615724,0.0013440575685965382,3,full,98.0,0.9711463960354818,10.0,2.0,0.0,0.0,0.8614886377062921,0.9020876471870032,0.5604235939897715,0.7746666262943555
kmeans,2.0,0.16044289525009142,191.05421577834255,2.1916117295233657,967.2554799600753,0.16527664004825054,0.014843281949475253,5,no_outliers,,,,,,,0.48128906707442515,0.8964151694043722,0.21563765976227278,0.5311139654136899
kmeans,3.0,0.18715714147166052,188.72466113858988,1.9087705851164216,831.7000433494071,0.17415278004482387,0.003030905635437071,5,no_outliers,,,,,,,0.7386585154827013,0.8778761872546266,0.5353822921825451,0.7173056649732911
kmeans,4.0,0.18587067893855488,183.15576737468513,1.7129218993569573,736.2594154322919,0.17689895997755228,0.0020770070519797344,5,no_outliers,,,,,,,0.7262645235355888,0.8335580071522612,0.7567841895955154,0.7722022400944552
kmeans,5.0,0.17018317354931875,172.03605461036486,1.667736729998144,673.7486396961937,0.17939783995971084,0.0023768845059288016,5,no_outliers,,,,,,,0.5751285126055968,0.7450654889128442,0.8078648603295246,0.7093529539493219
kmeans,6.0,0.18864383240205881,158.1208309019072,1.6822177231054585,633.8318450462713,0.19117306000553072,0.004218547859276814,5,no_outliers,,,,,,,0.7529815407904963,0.6343258309805441,0.7914944704137035,0.7262672807282481
kmeans,7.0,0.1976129651433092,147.27652895468236,1.7324183031021032,601.3786143602438,0.1989915800280869,0.005015772326394856,5,no_outliers,,,,,,,0.8393916429947813,0.5480250776969048,0.7347440070680405,0.7073869092532422
kmeans,8.0,0.18507196916380664,140.29066314122136,1.7327359726175064,570.4520404065352,0.20815306003205478,0.0069661936833825995,5,no_outliers,,,,,,,0.7185696220040126,0.4924303990376303,0.7343848898588144,0.6484616369668191
kmeans,9.0,0.189915938904058,134.45208849857787,1.7367589699389268,543.7798006838646,0.2150679800193757,0.0033121138928358233,5,no_outliers,,,,,,,0.7652372243692367,0.4459660537791662,0.7298369949531336,0.6470134243671788
kmeans,10.0,0.19426194206668432,130.83654167437697,1.764370417079651,517.4046545294461,0.22953961994498967,0.011352989469194594,5,no_outliers,,,,,,,0.8071073347017026,0.4171929325603627,0.6986229647768863,0.6409744106796506
agglo-ward,2.0,0.19955667277202702,176.9316052818214,1.8447695681373741,,0.014180100057274103,0.002032020710017175,5,no_outliers,,,,,,,0.8581176424529341,0.7840250930202386,0.6077337942647391,0.7499588432459706
agglo-ward,3.0,0.1785614914913701,183.9656086129466,2.007486075341299,,0.011890059988945722,0.0005268206466900745,5,no_outliers,,,,,,,0.6558466077167328,0.8400028580280712,0.423786971769305,0.6398788125047029
agglo-ward,4.0,0.1866989884922702,182.80673707901545,1.7019926414397382,,0.012022499972954393,0.0011778103327379239,5,no_outliers,,,,,,,0.7342445942133419,0.8307803661771487,0.7691394343131639,0.7780547982345514
agglo-ward,5.0,0.16997120658674444,170.79727701682026,1.6797753613455424,,0.011618140013888478,0.0005348374354002657,5,no_outliers,,,,,,,0.5730863879734415,0.7352070913881283,0.7942554975082556,0.7008496589566086
agglo-ward,6.0,0.1884920770263733,157.03484670510866,1.6870962174343889,,0.012201960012316704,0.00065032070978422,5,no_outliers,,,,,,,0.7515195045043428,0.6256833886459477,0.7859794581645523,0.7210607837716143
agglo-ward,7.0,0.1949798849839273,145.16208186872342,1.759330604061771,,0.01289033996872604,0.0020771567680748213,5,no_outliers,,,,,,,0.8140241150243405,0.5311979571330633,0.7043203436509812,0.6831808052694616
agglo-ward,8.0,0.19163846409256208,136.86597295693173,1.7968466662498286,,0.01167538003064692,0.0006038670734296783,5,no_outliers,,,,,,,0.7818323157657034,0.46517614661035295,0.6619094011435586,0.6363059545065384
agglo-ward,9.0,0.19829361274762985,131.16188016187598,1.7938749420514917,,0.011505399970337749,0.00019891753964576992,5,no_outliers,,,,,,,0.8459491141295268,0.4197820301970723,0.6652688588470833,0.6436666677245607
agglo-ward,10.0,0.18702162983545353,126.67852829686466,1.7758579184284726,,0.011772500071674585,0.000203684142885888,5,no_outliers,,,,,,,0.7373529740583158,0.384102772549225,0.6856366402309723,0.6023641289461711
agglo-average,2.0,0.19955667277202702,176.9316052818214,1.8447695681373741,,0.011430880008265375,0.00020923265033907787,5,no_outliers,,,,,,,0.8581176424529341,0.7840250930202386,0.6077337942647391,0.7499588432459706
agglo-average,3.0,0.21428367419915964,181.31228454214965,1.7607836351784574,,0.012487660022452473,0.0014533873237985344,5,no_outliers,,,,,,,1.0,0.8188872650530906,0.7026777293797293,0.84052166481094
agglo-average,4.0,0.21225826273400036,142.62604411051257,1.7265085702478673,,0.011630479944869876,0.0005839963344575671,5,no_outliers,,,,,,,0.9804868523235006,0.5110157480840651,0.7414248079223213,0.7443091361099624
agglo-average,5.0,0.1397198610891712,107.49499545894741,1.531662856864416,,0.01128793996758759,0.0003245859843261154,5,no_outliers,,,,,,,0.2816399425172197,0.2314370368835593,0.9616928708842665,0.49158995009501516
agglo-average,6.0,0.1626027260554563,127.28266775039394,1.5340625657423317,,0.012400499964132904,0.00248413723062565,5,no_outliers,,,,,,,0.5020972328157123,0.3889106145091481,0.9589800617747797,0.6166626363665467
agglo-average,7.0,0.167837186993863,118.78683141932744,1.610280510684212,,0.011612260015681386,0.000293316227290465,5,no_outliers,,,,,,,0.5525268917047838,0.32129934006163213,0.8728176371375538,0.5822146229679899
agglo-average,8.0,0.14634034937111137,103.86632778871304,1.6050033601750944,,0.011670099990442395,0.0011945687900371028,5,no_outliers,,,,,,,0.34542281713715417,0.20255949779609822,0.878783319935586,0.4755885449562795
agglo-average,9.0,0.14772513276420018,99.64157523577295,1.6236314112403845,,0.013097479939460754,0.0007999048259737174,5,no_outliers,,,,,,,0.3587640484445324,0.1689382163590747,0.8577247877582179,0.4618090175206084
agglo-average,10.0,0.14913847462078983,91.44911094251961,1.6092762928176458,,0.01393017997033894,0.0030305927995787772,5,no_outliers,,,,,,,0.3723804166933626,0.10374122689881593,0.8739528795835858,0.4500248410585881
agglo-complete,2.0,0.11048640382854776,145.1567708140347,2.1714093740456186,,0.015633360063657165,0.006339760193272347,5,no_outliers,,,,,,,0.0,0.5311556908790805,0.23847590254975792,0.25654386447627947
agglo-complete,3.0,0.14715195659754185,168.1291958027982,2.088783530602235,,0.011997019918635488,0.0023678325654301483,5,no_outliers,,,,,,,0.3532419748426757,0.7139740586200803,0.3318822914809543,0.4663661083145701
agglo-complete,4.0,0.14525117713968755,149.30994580669608,1.989789483683035,,0.01143261999823153,0.0010715758684905741,5,no_outliers,,,,,,,0.3349295524536524,0.5642073462211907,0.4437925130660909,0.447643137246978
agglo-complete,5.0,0.13533693239983074,135.8840959993525,1.8885564968162238,,0.010959480004385114,0.00015776640129804007,5,no_outliers,,,,,,,0.2394140855781013,0.4573622069503068,0.5582337986237663,0.4183366970507248
agglo-complete,6.0,0.15156341776409984,125.68317681323963,1.830897549267947,,0.012424139957875013,0.0017983495190621592,5,no_outliers,,,,,,,0.3957427183671125,0.37618160037632997,0.6234157544817802,0.46511335774174095
agglo-complete,7.0,0.12975498422757514,118.23479024929394,1.889274593636762,,0.012414159905165433,0.0016279144928822678,5,no_outliers,,,,,,,0.18563667744082507,0.3169061048815969,0.5574220086545008,0.3533215969923076
agglo-complete,8.0,0.11590855898913974,107.64873073896571,2.0415727589944686,,0.01151635991409421,0.000637457185831345,5,no_outliers,,,,,,,0.052237935942168634,0.23266048773695844,0.3852528534112364,0.22338375903012117
agglo-complete,9.0,0.11163834670624163,98.07492628632751,2.1701515258667117,,0.01096160002052784,0.0001729021800357034,5,no_outliers,,,,,,,0.011098007429105076,0.15647056421086397,0.23989786753454967,0.13582214639150625
agglo-complete,10.0,0.11883912673123494,96.26391526087676,2.1193874574368388,,0.01205831989645958,0.0011525901446017813,5,no_outliers,,,,,,,0.08047150828594514,0.14205823813750407,0.29728534004779117,0.17327169549041344
dbscan,,0.2120101399546257,140.3755845358539,1.7115671193853133,,0.022644866723567247,0.002319679427604308,3,no_outliers,85.0,0.7916850034275543,10.0,4.0,9.0,0.9404388714733543,0.9780963965967872,0.4931062175792342,0.7583157334766291,0.7431727825508835
dbscan,,0.21191489499065197,141.31551637846857,1.7150626830460765,,0.021335333352908492,0.0010642597506547553,3,no_outliers,90.0,0.8284906084048292,10.0,4.0,5.0,0.522466039707419,0.9771787909253311,0.5005863510583359,0.7543640887463126,0.7440430769099932
dbscan,,0.2119884974755197,141.6627199499667,1.717202206345942,,0.02105726666438083,0.0002459435937041595,3,no_outliers,92.0,0.8467699086464171,10.0,4.0,4.0,0.4179728317659352,0.9778878893881802,0.5033494546595526,0.7519454127347142,0.7443942522608156
dbscan,,0.21191997645817529,142.25685981961342,1.719664190772589,,0.021666500018909574,0.00024115875555866012,3,no_outliers,94.0,0.8761691985131351,10.0,4.0,2.0,0.2089864158829676,0.9772277466204584,0.5080777182726364,0.7491622027205798,0.7448225558712248
dbscan,,0.21191997645817529,142.25685981961342,1.719664190772589,,0.022249966704597075,0.00034659322803873483,3,no_outliers,95.0,0.8853286462940806,10.0,4.0,2.0,0.2089864158829676,0.9772277466204584,0.5080777182726364,0.7491622027205798,0.7448225558712248
dbscan,,0.21191997645817529,142.25685981961342,1.719664190772589,,0.02479783329181373,0.003901543105884671,3,no_outliers,96.0,0.8979899181468481,10.0,4.0,2.0,0.2089864158829676,0.9772277466204584,0.5080777182726364,0.7491622027205798,0.7448225558712248
dbscan,,0.21191997645817529,142.25685981961342,1.719664190772589,,0.02233173333418866,8.030390551114813e-05,3,no_outliers,97.0,0.9164220246519276,10.0,4.0,2.0,0.2089864158829676,0.9772277466204584,0.5080777182726364,0.7491622027205798,0.7448225558712248
dbscan,,0.21225826273391582,142.62604411051254,1.7265085702478675,,0.022907099997003872,0.0004144135618995087,3,no_outliers,98.0,0.9423352818749736,10.0,4.0,0.0,0.0,0.9804868523226862,0.5110157480840649,0.7414248079223211,0.7443091361096906
